sales_id,Customer_ID,Age,Gender,Loyalty_Member,Product_Type,SKU,Rating,Order_Status,Payment_Method,Total_Price,Unit_Price,Quantity,Purchase_Date,Shipping_Type,Add_ons_Purchased,Add_on_Total
12841,13491,69,Female,No,Headphones,HDP456,5,Completed,Bank Transfer,1444.72,361.18,4,2024-04-13,Expedited,"Impulse Item, Extended Warranty, Extended Warranty",193.6
12842,13492,52,Male,No,Tablet,TBL345,4,Cancelled,Bank Transfer,3145.64,786.41,4,2024-02-18,Standard,"Extended Warranty, Impulse Item",112.27
12843,13493,79,Male,No,Smartwatch,SWT567,3,Completed,PayPal,1378.5,459.5,3,2024-03-22,Expedited,"Extended Warranty, Extended Warranty",94.25
12844,13494,65,Female,No,Smartphone,SMP234,1,Completed,PayPal,4558.72,1139.68,4,2024-06-09,Expedited,Extended Warranty,58.31
12845,13498,71,Male,No,Smartphone,SMP234,3,Cancelled,Credit Card,3419.04,1139.68,3,2024-06-10,Standard,"Accessory, Accessory, Extended Warranty",85.97
12846,13499,56,Female,Yes,Headphones,HDP456,2,Completed,Bank Transfer,2889.44,361.18,8,2024-01-03,Expedited,,0
12847,13500,34,Male,No,Smartphone,SMP234,1,Completed,PayPal,3419.04,1139.68,3,2024-01-12,Standard,Impulse Item,54.9
12848,13500,34,Male,Yes,Laptop,LTP123,1,Cancelled,Bank Transfer,4720.24,674.32,7,2024-02-07,Same Day,Accessory,74.21
12849,13504,18,Male,Yes,Smartphone,SMP234,2,Cancelled,Bank Transfer,4558.72,1139.68,4,2024-05-24,Same Day,"Impulse Item, Impulse Item, Impulse Item",222.32
12850,13504,18,Male,No,Tablet,TBL345,1,Cancelled,Bank Transfer,3932.05,786.41,5,2024-05-25,Standard,"Impulse Item, Accessory, Impulse Item",144.91
12851,13505,55,Male,No,Headphones,HDP456,3,Completed,PayPal,3611.8,361.18,10,2024-03-23,Expedited,,0
12852,13507,74,Male,No,Smartphone,SMP234,2,Cancelled,PayPal,3419.04,1139.68,3,2024-02-13,Standard,"Accessory, Extended Warranty, Impulse Item",177.75
12853,13507,74,Male,Yes,Laptop,LTP123,1,Cancelled,PayPal,5394.56,674.32,8,2024-03-09,Standard,,0
12854,13511,61,Male,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,1838,459.5,4,2024-03-19,Standard,Accessory,53.85
12855,13511,61,Male,No,Smartphone,SMP234,1,Cancelled,Credit Card,5698.4,1139.68,5,2024-04-18,Expedited,"Accessory, Extended Warranty, Accessory",177.95
12856,13511,61,Male,No,Tablet,TBL345,5,Completed,Credit Card,3932.05,786.41,5,2024-07-29,Standard,"Extended Warranty, Accessory",70.34
12857,13514,72,Male,No,Laptop,LTP123,4,Completed,Credit Card,4720.24,674.32,7,2024-09-09,Expedited,Accessory,79.88
12858,13515,37,Male,No,Headphones,HDP456,5,Cancelled,PayPal,361.18,361.18,1,2024-08-06,Standard,Extended Warranty,16.74
12859,13517,41,Male,No,Tablet,TBL345,3,Completed,PayPal,1572.82,786.41,2,2024-08-09,Standard,"Accessory, Extended Warranty",52.19
12860,13518,37,Male,No,Tablet,TBL345,1,Completed,Bank Transfer,786.41,786.41,1,2024-03-02,Standard,,0
12861,13518,37,Male,No,Smartwatch,SWT567,5,Completed,PayPal,919,459.5,2,2024-04-22,Expedited,Extended Warranty,46.01
12862,13519,28,Female,No,Smartwatch,SWT567,3,Completed,PayPal,3676,459.5,8,2024-07-13,Same Day,"Accessory, Extended Warranty, Accessory",191.94
12863,13520,40,Male,No,Smartwatch,SWT567,4,Completed,PayPal,3216.5,459.5,7,2024-08-07,Standard,"Impulse Item, Accessory, Impulse Item",284.01
12864,13521,64,Male,No,Smartwatch,SWT567,4,Completed,Credit Card,2757,459.5,6,2024-07-25,Standard,"Impulse Item, Impulse Item",87.85
12865,13522,42,Female,No,Tablet,TBL345,1,Completed,PayPal,7864.1,786.41,10,2024-05-18,Standard,"Accessory, Impulse Item",93.78
12866,13523,66,Male,No,Headphones,HDP456,4,Cancelled,Bank Transfer,3611.8,361.18,10,2024-03-18,Same Day,,0
12867,13524,28,Male,No,Smartphone,SMP234,5,Completed,PayPal,6838.08,1139.68,6,2024-06-28,Same Day,"Impulse Item, Accessory",159.68
12868,13524,28,Male,Yes,Headphones,HDP456,2,Cancelled,Bank Transfer,2889.44,361.18,8,2024-08-16,Same Day,"Extended Warranty, Extended Warranty",123.92
12869,13525,46,Male,No,Headphones,HDP456,4,Cancelled,Credit Card,2167.08,361.18,6,2024-08-06,Expedited,"Extended Warranty, Extended Warranty, Extended Warranty",168.21
12870,13525,46,Male,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,459.5,459.5,1,2024-08-21,Standard,Extended Warranty,49.72
12871,13526,64,Male,Yes,Headphones,HDP456,5,Cancelled,Bank Transfer,3250.62,361.18,9,2024-03-05,Standard,,0
12872,13526,64,Male,No,Tablet,TBL345,1,Completed,Credit Card,7864.1,786.41,10,2024-03-29,Same Day,"Accessory, Accessory",166.51
12873,13527,30,Male,No,Headphones,HDP456,2,Completed,PayPal,361.18,361.18,1,2024-06-05,Standard,"Accessory, Extended Warranty",98.23
12874,13529,32,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,3145.64,786.41,4,2024-02-23,Expedited,"Impulse Item, Extended Warranty, Extended Warranty",217.46
12875,13530,80,Female,No,Smartwatch,SWT567,4,Cancelled,PayPal,4135.5,459.5,9,2024-05-29,Same Day,Impulse Item,80.72
12876,13532,71,Female,No,Tablet,TBL345,4,Cancelled,Credit Card,6291.28,786.41,8,2024-04-26,Expedited,"Extended Warranty, Accessory, Extended Warranty",91.54
12877,13533,37,Female,Yes,Smartphone,SMP234,1,Completed,PayPal,3419.04,1139.68,3,2024-01-20,Same Day,"Extended Warranty, Impulse Item",110.55
12878,13534,23,Male,No,Headphones,HDP456,5,Completed,PayPal,2167.08,361.18,6,2024-03-05,Standard,,0
12879,13534,23,Male,No,Laptop,LTP123,3,Completed,Credit Card,6068.88,674.32,9,2024-03-19,Expedited,,0
12880,13534,23,Male,No,Smartphone,SMP234,5,Completed,Bank Transfer,9117.44,1139.68,8,2024-04-25,Standard,"Extended Warranty, Extended Warranty, Accessory",213.88
12881,13534,23,Male,No,Laptop,LTP123,3,Completed,PayPal,5394.56,674.32,8,2024-07-24,Standard,,0
12882,13534,23,Male,No,Tablet,TBL345,5,Completed,Bank Transfer,3145.64,786.41,4,2024-08-01,Same Day,"Accessory, Impulse Item, Extended Warranty",153.73
12883,13535,69,Male,No,Smartwatch,SWT567,2,Completed,Credit Card,3216.5,459.5,7,2024-03-16,Expedited,,0
12884,13535,69,Male,No,Laptop,LTP123,1,Completed,Credit Card,5394.56,674.32,8,2024-04-18,Expedited,"Extended Warranty, Extended Warranty",91.62
12885,13535,69,Male,Yes,Headphones,HDP456,1,Completed,PayPal,2528.26,361.18,7,2024-04-25,Same Day,"Accessory, Extended Warranty",71.54
12886,13535,69,Male,Yes,Laptop,LTP123,1,Completed,PayPal,4720.24,674.32,7,2024-05-10,Standard,Impulse Item,38.12
12887,13535,69,Male,No,Smartphone,SMP234,5,Completed,Bank Transfer,3419.04,1139.68,3,2024-09-12,Expedited,Impulse Item,21.49
12888,13537,58,Male,Yes,Smartwatch,SWT567,4,Completed,Credit Card,1838,459.5,4,2024-08-23,Expedited,"Accessory, Impulse Item",148.45
12889,13539,23,Female,No,Tablet,TBL345,4,Completed,PayPal,5504.87,786.41,7,2024-02-17,Standard,,0
12890,13539,23,Female,No,Laptop,LTP123,5,Cancelled,Bank Transfer,1348.64,674.32,2,2024-06-24,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",209.11
12891,13541,47,Female,No,Headphones,HDP456,4,Completed,Bank Transfer,2528.26,361.18,7,2024-07-25,Same Day,"Extended Warranty, Accessory, Accessory",133.12
12892,13542,63,Female,No,Tablet,TBL345,1,Cancelled,PayPal,6291.28,786.41,8,2024-06-24,Same Day,"Impulse Item, Extended Warranty, Accessory",266.21
12893,13543,21,Male,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,2757,459.5,6,2024-07-21,Same Day,"Impulse Item, Impulse Item, Accessory",226.7
12894,13545,43,Female,No,Headphones,HDP456,4,Completed,PayPal,361.18,361.18,1,2024-03-03,Standard,"Extended Warranty, Accessory",155.77
12895,13545,43,Female,No,Laptop,LTP123,3,Completed,PayPal,2697.28,674.32,4,2024-04-05,Standard,Accessory,41.57
12896,13545,43,Female,No,Tablet,TBL345,1,Completed,PayPal,4718.46,786.41,6,2024-07-15,Expedited,"Impulse Item, Accessory, Impulse Item",268.95
12897,13546,71,Female,No,Headphones,HDP456,2,Completed,Bank Transfer,1083.54,361.18,3,2024-01-30,Standard,Accessory,22
12898,13546,71,Female,No,Tablet,TBL345,3,Cancelled,Bank Transfer,3932.05,786.41,5,2024-03-04,Same Day,,0
12899,13547,57,Female,Yes,Smartwatch,SWT567,4,Completed,Credit Card,4135.5,459.5,9,2024-05-07,Standard,"Extended Warranty, Accessory",26.88
12900,13549,67,Male,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,6838.08,1139.68,6,2024-03-30,Standard,"Extended Warranty, Accessory, Extended Warranty",260.36
12901,13549,67,Male,No,Headphones,HDP456,3,Cancelled,Bank Transfer,1444.72,361.18,4,2024-09-18,Expedited,Impulse Item,92.54
12902,13552,56,Female,Yes,Tablet,TBL345,2,Completed,Credit Card,7077.69,786.41,9,2024-04-03,Expedited,Accessory,52.32
12903,13552,56,Female,Yes,Smartwatch,SWT567,5,Completed,Credit Card,459.5,459.5,1,2024-04-25,Standard,Extended Warranty,31.9
12904,13553,64,Male,No,Smartphone,SMP234,5,Cancelled,Bank Transfer,3419.04,1139.68,3,2024-07-27,Standard,"Accessory, Extended Warranty",112.74
12905,13554,58,Male,Yes,Headphones,HDP456,4,Completed,Bank Transfer,3611.8,361.18,10,2024-02-25,Expedited,Impulse Item,48.04
12906,13554,58,Male,No,Smartwatch,SWT567,3,Cancelled,PayPal,459.5,459.5,1,2024-05-03,Expedited,"Impulse Item, Accessory",176.08
12907,13555,49,Male,No,Smartwatch,SWT567,1,Completed,Credit Card,4135.5,459.5,9,2024-05-28,Expedited,Impulse Item,71.16
12908,13555,49,Male,Yes,Tablet,TBL345,3,Completed,Bank Transfer,6291.28,786.41,8,2024-07-25,Standard,,0
12909,13555,49,Male,No,Laptop,LTP123,4,Completed,PayPal,4720.24,674.32,7,2024-09-14,Same Day,Impulse Item,75.12
12910,13556,51,Female,No,Headphones,HDP456,1,Completed,Credit Card,2167.08,361.18,6,2024-08-30,Same Day,"Accessory, Accessory, Impulse Item",86.78
12911,13557,64,Male,No,Tablet,TBL345,2,Completed,PayPal,786.41,786.41,1,2024-03-07,Standard,"Extended Warranty, Impulse Item",114.16
12912,13558,53,Male,No,Tablet,TBL345,4,Completed,Credit Card,4718.46,786.41,6,2024-01-23,Standard,,0
12913,13562,36,Male,No,Smartphone,SMP234,5,Completed,Bank Transfer,2279.36,1139.68,2,2024-01-22,Expedited,"Impulse Item, Extended Warranty",72.61
12914,13562,36,Male,No,Smartphone,SMP234,5,Completed,PayPal,3419.04,1139.68,3,2024-02-03,Same Day,"Impulse Item, Extended Warranty, Impulse Item",111.68
12915,13562,36,Male,No,Smartwatch,SWT567,3,Cancelled,Bank Transfer,1838,459.5,4,2024-02-24,Standard,,0
12916,13562,36,Male,No,Smartphone,SMP234,4,Completed,Credit Card,5698.4,1139.68,5,2024-09-05,Same Day,"Impulse Item, Impulse Item, Accessory",206.42
12917,13563,41,Male,No,Smartwatch,SWT567,3,Completed,Credit Card,1378.5,459.5,3,2024-05-04,Standard,,0
12918,13563,41,Male,No,Smartphone,SMP234,1,Completed,Credit Card,9117.44,1139.68,8,2024-05-22,Same Day,"Accessory, Accessory, Extended Warranty",190.05
12919,13564,61,Female,Yes,Smartphone,SMP234,2,Completed,Bank Transfer,9117.44,1139.68,8,2024-03-01,Same Day,,0
12920,13565,43,Male,No,Headphones,HDP456,5,Completed,Credit Card,2889.44,361.18,8,2024-08-01,Expedited,"Impulse Item, Extended Warranty, Extended Warranty",160.62
12921,13567,64,Female,No,Smartphone,SMP234,3,Cancelled,PayPal,10257.12,1139.68,9,2024-02-24,Same Day,"Accessory, Extended Warranty",151.95
12922,13567,64,Female,Yes,Tablet,TBL345,1,Completed,PayPal,786.41,786.41,1,2024-06-13,Same Day,"Extended Warranty, Impulse Item",123.57
12923,13567,64,Female,Yes,Tablet,TBL345,1,Cancelled,Credit Card,786.41,786.41,1,2024-07-08,Expedited,"Extended Warranty, Impulse Item",151.05
12924,13568,39,Male,Yes,Smartphone,SMP234,1,Completed,Credit Card,5698.4,1139.68,5,2024-06-05,Expedited,Accessory,32.01
12925,13568,39,Male,No,Tablet,TBL345,5,Cancelled,PayPal,7864.1,786.41,10,2024-09-15,Expedited,"Accessory, Impulse Item",65.11
12926,13569,38,Female,No,Headphones,HDP456,4,Completed,Credit Card,722.36,361.18,2,2024-04-12,Standard,"Impulse Item, Extended Warranty",115.45
12927,13569,38,Female,No,Smartphone,SMP234,4,Completed,PayPal,3419.04,1139.68,3,2024-09-11,Expedited,,0
12928,13572,69,Male,No,Smartphone,SMP234,1,Completed,PayPal,9117.44,1139.68,8,2024-01-28,Standard,"Impulse Item, Accessory",126.62
12929,13572,69,Male,No,Tablet,TBL345,5,Completed,Bank Transfer,1572.82,786.41,2,2024-09-06,Standard,"Extended Warranty, Accessory",134.74
12930,13573,49,Female,No,Headphones,HDP456,1,Completed,Credit Card,2167.08,361.18,6,2024-05-07,Expedited,"Accessory, Impulse Item",80.62
12931,13576,53,Male,No,Smartwatch,SWT567,5,Cancelled,PayPal,1838,459.5,4,2024-01-13,Standard,,0
12932,13577,60,Male,No,Smartwatch,SWT567,5,Completed,PayPal,4595,459.5,10,2024-02-21,Same Day,"Impulse Item, Accessory, Extended Warranty",116.55
12933,13578,30,Male,No,Laptop,LTP123,3,Completed,Credit Card,4720.24,674.32,7,2024-01-11,Expedited,"Impulse Item, Accessory",45.07
12934,13579,37,Female,No,Smartphone,SMP234,5,Completed,Credit Card,4558.72,1139.68,4,2024-09-12,Expedited,Accessory,87.43
12935,13579,37,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,5504.87,786.41,7,2024-09-18,Expedited,"Extended Warranty, Accessory, Impulse Item",173.21
12936,13580,67,Female,No,Smartwatch,SWT567,3,Cancelled,PayPal,3676,459.5,8,2024-04-26,Same Day,Extended Warranty,88.49
12937,13580,67,Female,Yes,Smartwatch,SWT567,1,Completed,PayPal,3676,459.5,8,2024-05-21,Same Day,Extended Warranty,45.88
12938,13580,67,Female,No,Smartphone,SMP234,1,Cancelled,PayPal,3419.04,1139.68,3,2024-09-03,Expedited,"Impulse Item, Accessory",97.06
12939,13582,59,Male,No,Smartwatch,SWT567,2,Cancelled,Bank Transfer,1838,459.5,4,2024-07-04,Expedited,,0
12940,13584,49,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,2024-06-02,Expedited,Impulse Item,90.3
12941,13585,78,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,2167.08,361.18,6,2024-07-31,Standard,Accessory,31.69
12942,13589,63,Male,No,Smartwatch,SWT567,3,Completed,Bank Transfer,1378.5,459.5,3,2024-03-11,Standard,"Impulse Item, Accessory",43.46
12943,13590,63,Female,Yes,Tablet,TBL345,1,Completed,PayPal,4718.46,786.41,6,2024-03-24,Standard,Accessory,52.15
12944,13590,63,Female,No,Headphones,HDP456,2,Cancelled,Bank Transfer,2889.44,361.18,8,2024-07-26,Same Day,"Extended Warranty, Accessory",152.15
12945,13592,63,Male,No,Smartwatch,SWT567,3,Cancelled,Credit Card,1838,459.5,4,2024-04-06,Standard,,0
12946,13592,63,Male,Yes,Laptop,LTP123,1,Cancelled,Credit Card,4045.92,674.32,6,2024-07-21,Standard,Accessory,81.21
12947,13592,63,Male,No,Smartphone,SMP234,2,Completed,Bank Transfer,11396.8,1139.68,10,2024-07-28,Same Day,"Impulse Item, Impulse Item",92.03
12948,13593,27,Female,No,Laptop,LTP123,4,Completed,Credit Card,6743.2,674.32,10,2024-04-26,Expedited,"Accessory, Extended Warranty, Impulse Item",114.63
12949,13595,35,Female,No,Tablet,TBL345,1,Completed,PayPal,7077.69,786.41,9,2024-02-08,Same Day,"Impulse Item, Accessory",135.25
12950,13595,35,Female,No,Headphones,HDP456,1,Completed,PayPal,1444.72,361.18,4,2024-07-26,Expedited,"Extended Warranty, Extended Warranty",67.51
12951,13595,35,Female,No,Smartphone,SMP234,2,Completed,Bank Transfer,2279.36,1139.68,2,2024-07-29,Expedited,"Extended Warranty, Extended Warranty",127.38
12952,13597,28,Female,No,Tablet,TBL345,3,Completed,Credit Card,2359.23,786.41,3,2024-04-12,Same Day,,0
12953,13597,28,Female,No,Tablet,TBL345,2,Completed,Credit Card,2359.23,786.41,3,2024-06-07,Standard,Extended Warranty,50.97
12954,13598,77,Male,No,Laptop,LTP123,5,Completed,PayPal,674.32,674.32,1,2024-01-10,Same Day,"Impulse Item, Impulse Item, Impulse Item",100.46
12955,13598,77,Male,No,Laptop,LTP123,1,Completed,Bank Transfer,3371.6,674.32,5,2024-03-29,Standard,Impulse Item,94.06
12956,13599,41,Male,No,Tablet,TBL345,4,Cancelled,PayPal,5504.87,786.41,7,2024-02-15,Standard,"Accessory, Impulse Item, Accessory",130.66
12957,13600,44,Female,No,Laptop,LTP123,3,Completed,Credit Card,5394.56,674.32,8,2024-03-30,Same Day,"Accessory, Extended Warranty",123.19
12958,13601,41,Male,No,Smartphone,SMP234,3,Completed,Bank Transfer,9117.44,1139.68,8,2024-02-08,Expedited,"Extended Warranty, Accessory",148.65
12959,13601,41,Male,No,Smartphone,SMP234,4,Completed,Credit Card,10257.12,1139.68,9,2024-04-02,Expedited,Extended Warranty,58.66
12960,13602,77,Female,No,Headphones,HDP456,1,Cancelled,Credit Card,2167.08,361.18,6,2024-05-06,Expedited,"Impulse Item, Accessory",33.3
12961,13603,34,Female,No,Tablet,TBL345,4,Completed,Credit Card,3145.64,786.41,4,2024-02-27,Standard,Accessory,31.28
12962,13603,34,Female,No,Smartphone,SMP234,1,Cancelled,Bank Transfer,11396.8,1139.68,10,2024-05-06,Expedited,Impulse Item,36.16
12963,13604,64,Female,Yes,Laptop,LTP123,1,Completed,PayPal,1348.64,674.32,2,2024-06-01,Same Day,Accessory,35.2
12964,13606,38,Male,Yes,Laptop,LTP123,4,Completed,Bank Transfer,5394.56,674.32,8,2024-06-30,Expedited,"Accessory, Impulse Item",178.31
12965,13607,35,Female,Yes,Smartphone,SMP234,3,Cancelled,PayPal,3419.04,1139.68,3,2024-04-08,Standard,,0
12966,13608,68,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,4045.92,674.32,6,2024-02-17,Standard,"Accessory, Extended Warranty, Impulse Item",126.69
12967,13608,68,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,1139.68,1139.68,1,2024-04-26,Standard,"Impulse Item, Extended Warranty",89.96
12968,13609,55,Male,Yes,Laptop,LTP123,3,Cancelled,PayPal,2022.96,674.32,3,2024-09-21,Standard,,0
12969,13611,24,Female,Yes,Tablet,TBL345,5,Cancelled,PayPal,7864.1,786.41,10,2024-03-09,Standard,,0
12970,13612,39,Male,No,Laptop,LTP123,3,Cancelled,Bank Transfer,6743.2,674.32,10,2024-07-28,Same Day,Impulse Item,76.59
12971,13615,24,Male,Yes,Headphones,HDP456,2,Cancelled,Credit Card,1444.72,361.18,4,2024-02-26,Same Day,Extended Warranty,81.3
12972,13615,24,Male,No,Headphones,HDP456,3,Cancelled,Bank Transfer,2889.44,361.18,8,2024-04-10,Same Day,Extended Warranty,46.32
12973,13615,24,Male,No,Headphones,HDP456,4,Completed,Bank Transfer,2167.08,361.18,6,2024-07-30,Same Day,Extended Warranty,65.36
12974,13616,65,Female,No,Smartphone,SMP234,3,Completed,PayPal,1139.68,1139.68,1,2024-09-01,Same Day,"Impulse Item, Extended Warranty",124.4
12975,13617,23,Female,No,Headphones,HDP456,3,Completed,PayPal,722.36,361.18,2,2024-08-03,Expedited,"Extended Warranty, Impulse Item, Accessory",233.09
12976,13618,25,Female,No,Smartwatch,SWT567,3,Completed,Bank Transfer,3676,459.5,8,2024-07-28,Same Day,Extended Warranty,76.61
12977,13622,44,Male,No,Headphones,HDP456,4,Completed,PayPal,1083.54,361.18,3,2024-06-24,Expedited,"Impulse Item, Extended Warranty, Impulse Item",106.28
12978,13624,59,Female,No,Tablet,TBL345,3,Completed,Credit Card,6291.28,786.41,8,2024-01-16,Standard,"Impulse Item, Accessory",113.82
12979,13624,59,Female,No,Laptop,LTP123,5,Completed,Bank Transfer,1348.64,674.32,2,2024-03-14,Standard,Extended Warranty,36.3
12980,13624,59,Female,No,Headphones,HDP456,1,Cancelled,Bank Transfer,1444.72,361.18,4,2024-07-21,Standard,"Extended Warranty, Impulse Item, Extended Warranty",173.35
12981,13625,50,Female,No,Smartwatch,SWT567,4,Completed,Bank Transfer,1838,459.5,4,2024-06-04,Same Day,"Extended Warranty, Extended Warranty",58.56
12982,13626,58,Female,No,Tablet,TBL345,4,Completed,PayPal,1572.82,786.41,2,2024-06-14,Expedited,,0
12983,13628,52,Male,No,Smartwatch,SWT567,5,Cancelled,Bank Transfer,1378.5,459.5,3,2024-06-01,Standard,,0
12984,13629,38,Male,No,Smartphone,SMP234,4,Completed,PayPal,4558.72,1139.68,4,2024-03-16,Expedited,,0
12985,13630,24,Male,No,Smartphone,SMP234,5,Completed,Bank Transfer,9117.44,1139.68,8,2024-01-08,Expedited,"Extended Warranty, Impulse Item, Impulse Item",79.14
12986,13630,24,Male,No,Tablet,TBL345,4,Completed,PayPal,1572.82,786.41,2,2024-03-26,Expedited,Accessory,45.65
12987,13630,24,Male,No,Smartwatch,SWT567,4,Completed,Bank Transfer,2757,459.5,6,2024-06-08,Standard,Impulse Item,52.8
12988,13630,24,Male,Yes,Headphones,HDP456,5,Completed,Bank Transfer,1805.9,361.18,5,2024-09-07,Same Day,"Impulse Item, Extended Warranty",108.02
12989,13631,53,Female,No,Laptop,LTP123,2,Completed,Bank Transfer,2022.96,674.32,3,2024-06-23,Expedited,"Accessory, Accessory",58.91
12990,13632,71,Female,No,Smartphone,SMP234,4,Cancelled,Bank Transfer,7977.76,1139.68,7,2024-09-20,Expedited,Extended Warranty,10.77
12991,13634,70,Male,No,Smartphone,SMP234,1,Completed,PayPal,7977.76,1139.68,7,2024-01-23,Same Day,Extended Warranty,20.56
12992,13635,69,Female,No,Headphones,HDP456,2,Cancelled,Credit Card,2167.08,361.18,6,2024-02-19,Expedited,Extended Warranty,92.62
12993,13635,69,Female,No,Smartphone,SMP234,3,Completed,Bank Transfer,6838.08,1139.68,6,2024-03-15,Standard,"Extended Warranty, Extended Warranty",106.66
12994,13635,69,Female,No,Smartphone,SMP234,1,Completed,Credit Card,9117.44,1139.68,8,2024-04-27,Expedited,"Impulse Item, Impulse Item, Extended Warranty",186.24
12995,13635,69,Female,No,Laptop,LTP123,2,Completed,Credit Card,6068.88,674.32,9,2024-06-30,Standard,"Extended Warranty, Impulse Item, Impulse Item",61.28
12996,13635,69,Female,No,Laptop,LTP123,4,Completed,PayPal,6068.88,674.32,9,2024-07-09,Standard,Accessory,33.93
12997,13636,57,Male,No,Tablet,TBL345,3,Completed,PayPal,3932.05,786.41,5,2024-04-17,Expedited,"Accessory, Accessory, Accessory",143.54
12998,13636,57,Male,No,Smartphone,SMP234,1,Cancelled,PayPal,3419.04,1139.68,3,2024-09-23,Same Day,"Impulse Item, Extended Warranty",57.92
12999,13637,62,Female,Yes,Smartwatch,SWT567,1,Completed,Credit Card,4135.5,459.5,9,2024-02-13,Expedited,"Impulse Item, Extended Warranty, Accessory",160.63
13000,13637,62,Female,Yes,Smartwatch,SWT567,5,Cancelled,PayPal,4135.5,459.5,9,2024-05-14,Expedited,,0
13001,13639,72,Female,No,Smartwatch,SWT567,4,Completed,PayPal,3676,459.5,8,2024-03-07,Standard,"Impulse Item, Extended Warranty, Impulse Item",212.48
13002,13639,72,Female,Yes,Tablet,TBL345,2,Cancelled,PayPal,1572.82,786.41,2,2024-04-14,Expedited,"Extended Warranty, Impulse Item, Extended Warranty",162.66
13003,13640,68,Female,No,Smartwatch,SWT567,4,Cancelled,Bank Transfer,919,459.5,2,2024-08-18,Expedited,"Impulse Item, Impulse Item",144.15
13004,13643,50,Male,No,Tablet,TBL345,4,Completed,Credit Card,5504.87,786.41,7,2024-05-04,Expedited,,0
13005,13644,42,Male,No,Laptop,LTP123,1,Completed,PayPal,4720.24,674.32,7,2024-02-27,Expedited,"Extended Warranty, Accessory",93.77
13006,13648,39,Male,Yes,Smartwatch,SWT567,2,Cancelled,Bank Transfer,4135.5,459.5,9,2024-03-09,Same Day,,0
13007,13650,24,Female,No,Smartphone,SMP234,4,Completed,Bank Transfer,3419.04,1139.68,3,2024-01-26,Expedited,,0
13008,13650,24,Female,No,Headphones,HDP456,4,Cancelled,Credit Card,1805.9,361.18,5,2024-07-28,Expedited,"Accessory, Extended Warranty",88.38
13009,13651,42,Female,No,Tablet,TBL345,1,Cancelled,PayPal,7864.1,786.41,10,2024-03-20,Standard,"Extended Warranty, Impulse Item, Extended Warranty",129.1
13010,13652,44,Female,No,Smartwatch,SWT567,2,Cancelled,PayPal,4595,459.5,10,2024-01-20,Same Day,Extended Warranty,80.91
13011,13654,56,Male,No,Smartwatch,SWT567,4,Cancelled,Credit Card,1838,459.5,4,2024-01-02,Standard,"Impulse Item, Extended Warranty",147.15
13012,13654,56,Male,Yes,Smartwatch,SWT567,1,Completed,Credit Card,919,459.5,2,2024-06-08,Same Day,,0
13013,13655,52,Male,No,Smartwatch,SWT567,1,Completed,PayPal,2297.5,459.5,5,2024-07-26,Same Day,Accessory,11.44
13014,13657,51,Male,Yes,Tablet,TBL345,1,Completed,Credit Card,6291.28,786.41,8,2024-06-04,Same Day,,0
13015,13658,45,Female,No,Smartphone,SMP234,1,Completed,Bank Transfer,4558.72,1139.68,4,2024-02-16,Expedited,Extended Warranty,88.32
13016,13658,45,Female,No,Laptop,LTP123,4,Completed,Bank Transfer,1348.64,674.32,2,2024-05-30,Same Day,,0
13017,13658,45,Female,No,Tablet,TBL345,1,Completed,Bank Transfer,5504.87,786.41,7,2024-06-05,Standard,Impulse Item,97.47
13018,13658,45,Female,No,Headphones,HDP456,4,Cancelled,Bank Transfer,361.18,361.18,1,2024-08-19,Standard,Impulse Item,97.71
13019,13660,28,Male,No,Tablet,TBL345,2,Cancelled,Credit Card,786.41,786.41,1,2024-03-04,Expedited,,0
13020,13661,28,Male,No,Headphones,HDP456,4,Completed,PayPal,3250.62,361.18,9,2024-04-30,Same Day,Accessory,35.16
13021,13662,22,Male,No,Headphones,HDP456,4,Cancelled,Bank Transfer,722.36,361.18,2,2024-04-27,Expedited,"Impulse Item, Accessory, Impulse Item",117.88
13022,13664,72,Female,No,Smartphone,SMP234,1,Completed,Credit Card,11396.8,1139.68,10,2024-02-24,Standard,"Extended Warranty, Impulse Item, Extended Warranty",219.65
13023,13664,72,Female,Yes,Tablet,TBL345,4,Completed,Credit Card,4718.46,786.41,6,2024-06-22,Standard,Impulse Item,74.14
13024,13664,72,Female,No,Smartwatch,SWT567,1,Cancelled,Bank Transfer,919,459.5,2,2024-09-01,Same Day,"Extended Warranty, Impulse Item",139.14
13025,13665,29,Female,No,Smartphone,SMP234,5,Completed,Credit Card,5698.4,1139.68,5,2024-03-28,Expedited,Extended Warranty,53.09
13026,13665,29,Female,No,Tablet,TBL345,3,Completed,Bank Transfer,2359.23,786.41,3,2024-09-12,Same Day,Impulse Item,81.4
